¹Ì¶¨Ki£¬Kd_smoothed_smoothed,"error,Kp=1,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=4,Ki=0,Kd=0_smoothed","¹Ì¶¨Kp,Ki_smoothed_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0,Kd=1_smoothed","error,Kp=3,Ki=0,Kd=5_smoothed","¹Ì¶¨Kp,Kd_smoothed_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0.005,Kd=0_smoothed","error,Kp=3,Ki=0.007,Kd=0_smoothed","error,Kp=3,Ki=0.01,Kd=0_smoothed"
,0.015813887,0.00286384,0.009672204,,0.00286384,0.004371731,0.006419053,,0.00286384,-0.003489264,-0.003949304,-0.006526826
,0.014237701,0.003007345,0.009629439,,0.003007345,0.004354254,0.006231315,,0.003007345,-0.003396575,-0.003951834,-0.006653356
,0.01271533,0.00319147,0.009597766,,0.00319147,0.004346709,0.006052146,,0.00319147,-0.003272337,-0.003924425,-0.006728528
,0.011234681,0.003406508,0.009596713,,0.003406508,0.004336278,0.005883232,,0.003406508,-0.003111434,-0.003887914,-0.006754106
,0.009835099,0.003657932,0.009637087,,0.003657932,0.004340261,0.005722022,,0.003657932,-0.002945035,-0.003836353,-0.006741609
,0.008438164,0.003943744,0.009708031,,0.003943744,0.004379044,0.005566556,,0.003943744,-0.002814115,-0.003767317,-0.006694542
,0.007123792,0.004266444,0.009792571,,0.004266444,0.00442022,0.005437263,,0.004266444,-0.002722537,-0.003691467,-0.00662037
,0.005848262,0.004600484,0.009902238,,0.004600484,0.004444153,0.005362068,,0.004600484,-0.002642999,-0.003616563,-0.006529652
,0.004579597,0.004948733,0.010042279,,0.004948733,0.004460061,0.005342556,,0.004948733,-0.002556417,-0.003521578,-0.006416837
,0.003332869,0.005298522,0.010187996,,0.005298522,0.004468551,0.005368776,,0.005298522,-0.00246495,-0.003390993,-0.006274631
,0.00207348,0.005619117,0.010323233,,0.005619117,0.004456767,0.005447095,,0.005619117,-0.002355621,-0.003233016,-0.006102016
,0.000856911,0.00589627,0.010441538,,0.00589627,0.004452858,0.005566027,,0.00589627,-0.002209514,-0.003074817,-0.005911513
,-0.000366613,0.006139817,0.010532304,,0.006139817,0.004473141,0.005697778,,0.006139817,-0.002034148,-0.002900947,-0.005719292
,-0.001535082,0.006340854,0.010566473,,0.006340854,0.004510408,0.005831853,,0.006340854,-0.001852551,-0.00270905,-0.005539102
,-0.002696569,0.00648867,0.010543863,,0.00648867,0.004557488,0.005967745,,0.00648867,-0.001635723,-0.002524628,-0.005379373
,-0.003760602,0.00659231,0.010490616,,0.00659231,0.004623193,0.006091427,,0.00659231,-0.001373948,-0.002353827,-0.005219305
,-0.004785958,0.006673895,0.010420499,,0.006673895,0.004701087,0.006205179,,0.006673895,-0.001075192,-0.002163381,-0.005054821
,-0.005703756,0.00673643,0.01033604,,0.00673643,0.004800363,0.006317826,,0.00673643,-0.000746032,-0.001953975,-0.004875776
,-0.006559587,0.006781726,0.010238198,,0.006781726,0.004914708,0.006402233,,0.006781726,-0.000387036,-0.001776927,-0.004680263
,-0.007337493,0.006828376,0.010143301,,0.006828376,0.005053697,0.006449764,,0.006828376,-5.74E-06,-0.001640664,-0.004465864
,-0.008070278,0.006901495,0.010049949,,0.006901495,0.005222038,0.006447119,,0.006901495,0.000370891,-0.001532434,-0.004272341
,-0.008751162,0.006980555,0.009955994,,0.006980555,0.005414553,0.006397798,,0.006980555,0.000740895,-0.001449088,-0.004118836
,-0.009410755,0.007063876,0.009869572,,0.007063876,0.00561459,0.006291674,,0.007063876,0.001112626,-0.001397411,-0.004002351
,-0.010095169,0.00716123,0.009801739,,0.00716123,0.00581304,0.00614915,,0.00716123,0.001504525,-0.001346641,-0.0038996
,-0.01079329,0.007282107,0.009742519,,0.007282107,0.006010685,0.005979146,,0.007282107,0.001880666,-0.001288971,-0.003793753
,-0.011507734,0.007413343,0.009674786,,0.007413343,0.006189156,0.005816258,,0.007413343,0.002256783,-0.001234114,-0.003687028
,-0.012295525,0.007534945,0.009607941,,0.007534945,0.00635555,0.005650863,,0.007534945,0.00263,-0.001207475,-0.003551815
,-0.013158691,0.007649483,0.009539029,,0.007649483,0.006506102,0.005472852,,0.007649483,0.002983553,-0.001198766,-0.003383599
,-0.014104342,0.007754145,0.009475848,,0.007754145,0.006667101,0.005314644,,0.007754145,0.003281538,-0.00117791,-0.00320006
,-0.015104247,0.007845619,0.009421339,,0.007845619,0.006828777,0.005191809,,0.007845619,0.003530103,-0.001150454,-0.003035805
,-0.016128094,0.007901493,0.009389248,,0.007901493,0.00699477,0.005107792,,0.007901493,0.003754206,-0.001125112,-0.002868367
,-0.017152457,0.007946578,0.009372692,,0.007946578,0.007164623,0.005043339,,0.007946578,0.003943149,-0.001075593,-0.002689407
,-0.018135708,0.007989456,0.009357591,,0.007989456,0.00734561,0.005018264,,0.007989456,0.00410441,-0.0009943,-0.002503078
,-0.019071526,0.008036076,0.009334099,,0.008036076,0.007522997,0.005009564,,0.008036076,0.004250996,-0.000913055,-0.002338673
,-0.019988045,0.008079547,0.009322877,,0.008079547,0.007693467,0.004994731,,0.008079547,0.004419311,-0.000827541,-0.002188216
,-0.020916615,0.008142081,0.009327473,,0.008142081,0.007855155,0.004947412,,0.008142081,0.004578757,-0.000711492,-0.002049165
,-0.021809038,0.008213902,0.009343182,,0.008213902,0.007993048,0.004884177,,0.008213902,0.004722201,-0.000571781,-0.001945161
,-0.022701083,0.008276053,0.009383612,,0.008276053,0.008112365,0.004802887,,0.008276053,0.004861173,-0.000425042,-0.001882276
,-0.023541644,0.008319365,0.009461269,,0.008319365,0.008213405,0.004698375,,0.008319365,0.005027115,-0.000273503,-0.001830737
,-0.02433352,0.008348553,0.009561219,,0.008348553,0.0082981,0.004575246,,0.008348553,0.005206858,-8.52E-05,-0.001777175
,-0.02511155,0.008372446,0.009657102,,0.008372446,0.008355094,0.004446119,,0.008372446,0.005379837,0.000125932,-0.001736676
,-0.025859686,0.008399082,0.009766948,,0.008399082,0.008403665,0.004311841,,0.008399082,0.00556332,0.000325936,-0.001700069
,-0.026592145,0.008435905,0.009891267,,0.008435905,0.008450454,0.004165475,,0.008435905,0.005737252,0.000518641,-0.001651452
,-0.027326058,0.008479496,0.010038329,,0.008479496,0.008507784,0.004022503,,0.008479496,0.005882149,0.000704353,-0.001594554
,-0.028047485,0.00851736,0.010188668,,0.00851736,0.008577195,0.00390769,,0.00851736,0.005989463,0.000861702,-0.00153896
,-0.028746913,0.008545128,0.010363041,,0.008545128,0.00866886,0.003840272,,0.008545128,0.006087084,0.000974126,-0.001469713
,-0.029429935,0.008574279,0.010546078,,0.008574279,0.008793737,0.003834996,,0.008574279,0.006174906,0.001070137,-0.001375569
,-0.030060947,0.008626882,0.010728367,,0.008626882,0.008932021,0.003894251,,0.008626882,0.006247552,0.001144027,-0.001269799
,-0.030675758,0.008708841,0.010889746,,0.008708841,0.009047149,0.004014961,,0.008708841,0.006294613,0.001191832,-0.001156162
,-0.031294976,0.008820492,0.011044921,,0.008820492,0.009140679,0.004175047,,0.008820492,0.006318918,0.001209709,-0.001007771
,-0.031881384,0.008966731,0.01122226,,0.008966731,0.009233595,0.004336458,,0.008966731,0.006307415,0.001226308,-0.000835673
,-0.032484306,0.009138754,0.011408102,,0.009138754,0.009285622,0.004507575,,0.009138754,0.006255826,0.001242194,-0.000667126
,-0.033129191,0.009303665,0.011613695,,0.009303665,0.009284267,0.004701336,,0.009303665,0.006205032,0.001245501,-0.000503458
,-0.033746144,0.009451737,0.01183291,,0.009451737,0.009264111,0.004904166,,0.009451737,0.006169972,0.001264786,-0.000320922
,-0.034330191,0.009599858,0.012048933,,0.009599858,0.009217471,0.005100109,,0.009599858,0.006128176,0.001291195,-0.000126429
,-0.034884109,0.009729105,0.012231808,,0.009729105,0.009128912,0.005304529,,0.009729105,0.006086344,0.001319509,5.69E-05
,-0.035410445,0.009817063,0.012401858,,0.009817063,0.009025681,0.005504401,,0.009817063,0.00607168,0.001354751,0.000228611
,-0.03590112,0.009881078,0.012550951,,0.009881078,0.008951281,0.00567275,,0.009881078,0.006065124,0.001419256,0.000392781
,-0.036381926,0.00992967,0.012669986,,0.00992967,0.008902745,0.005811307,,0.00992967,0.006067527,0.001509651,0.000522607
,-0.03683645,0.009951366,0.01276159,,0.009951366,0.008882946,0.00594238,,0.009951366,0.006106073,0.001616524,0.000587708
,-0.037278541,0.009932343,0.012821832,,0.009932343,0.008873434,0.0060834,,0.009932343,0.006206587,0.001720003,0.000612898
,-0.037699297,0.009895759,0.01285808,,0.009895759,0.008875833,0.006224442,,0.009895759,0.006352937,0.001836106,0.000627489
,-0.038068847,0.009849771,0.012865942,,0.009849771,0.008877817,0.006367046,,0.009849771,0.006519755,0.001956941,0.000617639
,-0.038412907,0.009800545,0.012858656,,0.009800545,0.008839277,0.006514782,,0.009800545,0.006705022,0.002049216,0.000574639
,-0.03872681,0.009741763,0.012882891,,0.009741763,0.008775673,0.006659951,,0.009741763,0.0069215,0.002132242,0.000515895
,-0.039041749,0.009712314,0.012950824,,0.009712314,0.008721827,0.006780189,,0.009712314,0.007128103,0.002232767,0.000447411
,-0.039339603,0.009726012,0.013036294,,0.009726012,0.008667672,0.006886951,,0.009726012,0.007311091,0.002318819,0.000331702
,-0.039662737,0.009769032,0.013149366,,0.009769032,0.008591784,0.007001169,,0.009769032,0.007504021,0.00237509,0.000177227
,-0.039999402,0.009829175,0.013281168,,0.009829175,0.008536537,0.007113603,,0.009829175,0.007699559,0.002421882,2.17E-05
,-0.040366525,0.009885817,0.013392219,,0.009885817,0.008519676,0.007232555,,0.009885817,0.007875738,0.002465286,-0.000132357
,-0.040729176,0.009917031,0.013477848,,0.009917031,0.008539221,0.007368838,,0.009917031,0.008045984,0.00248764,-0.000287772
,-0.041077104,0.009899979,0.01355563,,0.009899979,0.008593888,0.007514471,,0.009899979,0.008205798,0.002486386,-0.000422216
,-0.041433219,0.009850201,0.013616594,,0.009850201,0.008712442,0.007675032,,0.009850201,0.008328113,0.002491124,-0.000514663
,-0.041780836,0.009772102,0.013672681,,0.009772102,0.008911992,0.007860989,,0.009772102,0.008399843,0.002526218,-0.000574341
,-0.04213574,0.009698274,0.013719231,,0.009698274,0.009171596,0.008076258,,0.009698274,0.008424668,0.002589545,-0.000625342
,-0.042480423,0.009621889,0.013761826,,0.009621889,0.00946683,0.008314953,,0.009621889,0.008426212,0.002676766,-0.000656139
,-0.04282225,0.009540353,0.013795538,,0.009540353,0.009790237,0.008544859,,0.009540353,0.00840933,0.002805386,-0.000637097
,-0.043120759,0.009450917,0.013818099,,0.009450917,0.010117042,0.008768213,,0.009450917,0.008377368,0.002975448,-0.000575924
,-0.043369025,0.009350359,0.013850256,,0.009350359,0.010415977,0.008997181,,0.009350359,0.008362971,0.003154441,-0.000493912
,-0.043544799,0.00926578,0.01391018,,0.00926578,0.010669687,0.009211807,,0.00926578,0.008363429,0.003339533,-0.000359738
,-0.043671459,0.009231486,0.013971853,,0.009231486,0.010867727,0.009418383,,0.009231486,0.008366679,0.003546926,-0.000182078
,-0.043765227,0.009234062,0.014029307,,0.009234062,0.010997067,0.009662388,,0.009234062,0.008383835,0.003759032,1.95E-05
,-0.043821573,0.009260769,0.014099223,,0.009260769,0.011063674,0.009919686,,0.009260769,0.008441794,0.003956514,0.000245654
,-0.043878456,0.009325384,0.014164542,,0.009325384,0.011063901,0.010160778,,0.009325384,0.008518952,0.004129567,0.000509127
,-0.04393467,0.009387731,0.014215059,,0.009387731,0.010995623,0.010396817,,0.009387731,0.008607826,0.004283025,0.00081145
,-0.043985409,0.009425051,0.014275799,,0.009425051,0.010878436,0.010631597,,0.009425051,0.008713279,0.004399147,0.001131039
,-0.044042899,0.009467914,0.014352464,,0.009467914,0.010769995,0.010847293,,0.009467914,0.008828864,0.004487689,0.001461319
,-0.044145866,0.009514508,0.014432084,,0.009514508,0.010675869,0.011023511,,0.009514508,0.00893174,0.004535638,0.001792493
,-0.044301658,0.009559341,0.014495589,,0.009559341,0.010585386,0.011168208,,0.009559341,0.009018961,0.004563701,0.002111693
,-0.044528379,0.009605604,0.014543974,,0.009605604,0.01049805,0.011291563,,0.009605604,0.009107322,0.004578947,0.002404908
,-0.044845037,0.009649327,0.0145886,,0.009649327,0.010430931,0.011380055,,0.009649327,0.009177942,0.004598539,0.002698775
,-0.04522739,0.009708084,0.014617138,,0.009708084,0.01037446,0.011429175,,0.009708084,0.009236019,0.004633636,0.00298656
,-0.045647179,0.009787046,0.014638539,,0.009787046,0.010316637,0.011477622,,0.009787046,0.009290085,0.004683658,0.003253557
,-0.046100612,0.009873015,0.014669953,,0.009873015,0.010292044,0.01154918,,0.009873015,0.009366357,0.004756724,0.003517529
,-0.046580387,0.009971781,0.014717064,,0.009971781,0.010330559,0.011614291,,0.009971781,0.009452466,0.004842177,0.003787645
,-0.047059156,0.010093805,0.014756491,,0.010093805,0.01041696,0.011675545,,0.010093805,0.009545367,0.004936356,0.004050205
,-0.047531986,0.010198381,0.014810432,,0.010198381,0.010488388,0.011755497,,0.010198381,0.009647339,0.005027673,0.004300263
,-0.04798339,0.010282229,0.0148738,,0.010282229,0.010564544,0.011857827,,0.010282229,0.009751128,0.005159334,0.004568331
,-0.048369532,0.010372078,0.014941084,,0.010372078,0.010647521,0.011959444,,0.010372078,0.009829524,0.005313404,0.004855709
,-0.048669964,0.010476204,0.015025747,,0.010476204,0.010711949,0.01207229,,0.010476204,0.009890069,0.005472779,0.005154121
,-0.04886674,0.010587437,0.015142899,,0.010587437,0.010759442,0.012199467,,0.010587437,0.009933564,0.005632313,0.005450525
,-0.048978894,0.010714144,0.015288154,,0.010714144,0.010831278,0.012308133,,0.010714144,0.009950469,0.005795244,0.005747042
,-0.049041241,0.01086136,0.015445925,,0.01086136,0.010914635,0.012381677,,0.01086136,0.00994014,0.00594574,0.006024396
,-0.049043122,0.01100376,0.015609384,,0.01100376,0.010979486,0.012423908,,0.01100376,0.009921725,0.006057716,0.00625947
,-0.049002708,0.011119388,0.01575682,,0.011119388,0.011016296,0.012444658,,0.011119388,0.009905108,0.006145019,0.00645214
,-0.048958549,0.011202354,0.01587478,,0.011202354,0.011020201,0.012444751,,0.011202354,0.009900954,0.006216184,0.006616596
,-0.048892253,0.011267695,0.01594682,,0.011267695,0.011008589,0.012444416,,0.011267695,0.009915472,0.006263922,0.006752003
,-0.048799148,0.011322379,0.015996201,,0.011322379,0.010980298,0.01244732,,0.011322379,0.009961633,0.006252793,0.006852947
,-0.048723186,0.011361578,0.016045842,,0.011361578,0.010949103,0.012458985,,0.011361578,0.010014436,0.006226068,0.006938458
,-0.048672503,0.01139274,0.016084352,,0.01139274,0.010936363,0.012467745,,0.01139274,0.010059611,0.006181108,0.007009332
,-0.048657702,0.011420731,0.016114426,,0.011420731,0.010925687,0.012463742,,0.011420731,0.010118695,0.006098825,0.007065111
,-0.048687539,0.011440877,0.016159077,,0.011440877,0.010897203,0.012467285,,0.011440877,0.010184341,0.006009449,0.007104668
,-0.048728269,0.011436294,0.0162017,,0.011436294,0.010856757,0.012454171,,0.011436294,0.010236318,0.00594481,0.007140367
,-0.048777346,0.011424429,0.016222402,,0.011424429,0.010817451,0.012402893,,0.011424429,0.010286904,0.005926742,0.007182833
,-0.048832793,0.011423636,0.016244558,,0.011423636,0.010778485,0.01233099,,0.011423636,0.010316237,0.00595275,0.007227307
,-0.048885609,0.011428781,0.016266744,,0.011428781,0.010771067,0.012250441,,0.011428781,0.010284733,0.006031554,0.007270187
,-0.048931276,0.011444337,0.016285619,,0.011444337,0.010789937,0.012138583,,0.011444337,0.010184126,0.006128932,0.007347902
,-0.048994011,0.011468892,0.016309726,,0.011468892,0.010823896,0.012025588,,0.011468892,0.010040677,0.00624666,0.007450261
,-0.049070797,0.011487666,0.016345408,,0.011487666,0.010864728,0.011939192,,0.011487666,0.009875472,0.006352912,0.007557288
,-0.049137151,0.011461326,0.016394192,,0.011461326,0.010922349,0.011873365,,0.011461326,0.00970088,0.006456026,0.007666835
,-0.049176787,0.011400077,0.016453052,,0.011400077,0.010973957,0.011819488,,0.011400077,0.009517509,0.006576999,0.007773726
,-0.049185818,0.011303449,0.016505906,,0.011303449,0.011018316,0.011776494,,0.011303449,0.009352619,0.00669114,0.007844649
,-0.049174889,0.011192077,0.016560299,,0.011192077,0.011071474,0.011747901,,0.011192077,0.009211004,0.006783203,0.007890595
,-0.049151092,0.011081274,0.016622862,,0.011081274,0.011122387,0.011734482,,0.011081274,0.009058881,0.006847638,0.00791008
,-0.049127073,0.010998901,0.0166757,,0.010998901,0.011152011,0.011738107,,0.010998901,0.008918023,0.006868139,0.007908602
,-0.049102948,0.010925302,0.016725782,,0.010925302,0.011148608,0.011756763,,0.010925302,0.008819564,0.006821189,0.00790661
,-0.049092212,0.010855164,0.016777074,,0.010855164,0.011124305,0.011793886,,0.010855164,0.008760895,0.006766564,0.007898411
,-0.049081016,0.010784954,0.01681517,,0.010784954,0.011072077,0.011835545,,0.010784954,0.008712707,0.006720115,0.007896431
,-0.049045421,0.010724807,0.016829923,,0.010724807,0.010989009,0.01186552,,0.010724807,0.008686762,0.006661442,0.007905084
,-0.049016694,0.010701179,0.016833971,,0.010701179,0.010879733,0.011854515,,0.010701179,0.00866323,0.006607617,0.007921335
,-0.049004259,0.010731701,0.01682648,,0.010731701,0.010802912,0.011798576,,0.010731701,0.008618453,0.006560689,0.007949649
,-0.049004341,0.010805127,0.016805433,,0.010805127,0.010758041,0.011682691,,0.010805127,0.008546525,0.006509773,0.008016766
,-0.049019991,0.01090266,0.016776358,,0.01090266,0.010727918,0.011521233,,0.01090266,0.008450213,0.006448899,0.008113345
,-0.049064738,0.011017573,0.016751038,,0.011017573,0.010718976,0.011328151,,0.011017573,0.008336206,0.006402279,0.008241618
,-0.049100117,0.011122201,0.016732149,,0.011122201,0.01074179,0.011116038,,0.011122201,0.008208943,0.006388055,0.00841061
,-0.049121555,0.011244337,0.016711785,,0.011244337,0.010744596,0.010893092,,0.011244337,0.008090345,0.006416748,0.008614698
,-0.049135256,0.011382022,0.01669596,,0.011382022,0.010724636,0.010680547,,0.011382022,0.007973148,0.006463692,0.00882755
,-0.04913052,0.01154062,0.016685268,,0.01154062,0.010708785,0.010462905,,0.01154062,0.00786319,0.006519364,0.009039687
,-0.049117096,0.011705614,0.01666893,,0.011705614,0.010708712,0.010236314,,0.011705614,0.007771254,0.006598303,0.009236588
,-0.049103122,0.011855229,0.016631308,,0.011855229,0.010703874,0.010030665,,0.011855229,0.00770877,0.006663192,0.009413603
,-0.049080055,0.011950341,0.016580675,,0.011950341,0.010695238,0.00987038,,0.011950341,0.007682929,0.006712913,0.009564545
,-0.049032944,0.012004093,0.016524365,,0.012004093,0.010682308,0.009754566,,0.012004093,0.007691749,0.006763987,0.009693871
,-0.048967036,0.012025517,0.016459462,,0.012025517,0.010659838,0.009680583,,0.012025517,0.007740433,0.006836801,0.009799263
,-0.048868847,0.012010169,0.016389705,,0.012010169,0.010615502,0.009658477,,0.012010169,0.007823894,0.006922885,0.009881131
,-0.048752392,0.011968554,0.016313149,,0.011968554,0.010559564,0.009682549,,0.011968554,0.007929828,0.007022072,0.009954604
,-0.048624864,0.011912643,0.016224156,,0.011912643,0.010521809,0.009728351,,0.011912643,0.008041632,0.007123088,0.009996462
,-0.048496213,0.01185,0.016110842,,0.01185,0.010486158,0.009775102,,0.01185,0.008165655,0.007203991,0.010007876
,-0.048381975,0.011769323,0.015975861,,0.011769323,0.010438272,0.009838412,,0.011769323,0.00829669,0.007268433,0.009992825
,-0.048279419,0.01168738,0.015844086,,0.01168738,0.010385552,0.009903816,,0.01168738,0.008414258,0.007329114,0.009989387
,-0.048182332,0.011621414,0.015730263,,0.011621414,0.010353533,0.009950208,,0.011621414,0.008531255,0.00740127,0.009984652
,-0.048095705,0.011581669,0.015634555,,0.011581669,0.010315526,0.009981716,,0.011581669,0.008632515,0.007469575,0.009988771
,-0.048021063,0.011555506,0.015556904,,0.011555506,0.010283048,0.010032583,,0.011555506,0.008702513,0.007548519,0.010001605
,-0.04794996,0.011552313,0.015492344,,0.011552313,0.010264225,0.010091565,,0.011552313,0.008740904,0.00762763,0.010046922
,-0.047902436,0.011574987,0.015402555,,0.011574987,0.010253205,0.010147616,,0.011574987,0.008781026,0.007679741,0.010112488
,-0.047882824,0.011621719,0.015290182,,0.011621719,0.010219446,0.01019769,,0.011621719,0.008824908,0.00770733,0.010174873
,-0.047880138,0.011678573,0.015182738,,0.011678573,0.010172059,0.010240764,,0.011678573,0.008883792,0.007749675,0.010257503
,-0.047883913,0.011733435,0.015087135,,0.011733435,0.01012768,0.010262353,,0.011733435,0.008964007,0.007816715,0.010378225
,-0.047894155,0.011793585,0.015015826,,0.011793585,0.010087865,0.010269705,,0.011793585,0.009057162,0.007886074,0.010525197
,-0.047891902,0.011837538,0.014973507,,0.011837538,0.010057589,0.010279664,,0.011837538,0.009135089,0.007962087,0.010698891
,-0.047854092,0.011866489,0.014954553,,0.011866489,0.010025155,0.010305798,,0.011866489,0.009188628,0.008052343,0.010926858
,-0.047790101,0.011884656,0.014931502,,0.011884656,0.009995198,0.010340067,,0.011884656,0.009224205,0.008157108,0.011182868
,-0.047695422,0.01190739,0.014902103,,0.01190739,0.009962194,0.010364913,,0.01190739,0.009251098,0.008259221,0.011426733
,-0.047562438,0.011919365,0.014875987,,0.011919365,0.009938937,0.010385311,,0.011919365,0.0092811,0.008369568,0.01164035
,-0.0473814,0.011919667,0.014872703,,0.011919667,0.009927443,0.010398377,,0.011919667,0.009304737,0.008498522,0.011788874
,-0.047166133,0.01190455,0.014885911,,0.01190455,0.009943437,0.010403526,,0.01190455,0.009314299,0.008621401,0.011859011
,-0.046927551,0.011872514,0.014908939,,0.011872514,0.009984826,0.01041983,,0.011872514,0.009292518,0.008715358,0.011853643
,-0.046676538,0.011816592,0.014938182,,0.011816592,0.010045826,0.010457474,,0.011816592,0.009245725,0.0087995,0.011824629
